"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"28","28","OKC","Perry Jones\jonespe01","Baylor University","3","143","1675","488","252","54",".420",".293",".660","11.7","3.4","1.8","0.4","1.7",".048","-4.6","-1.1",12
"29","29","CHI","Marquis Teague\teaguma01","University of Kentucky","3","91","909","217","90","134",".343",".222",".661","10.0","2.4","1.0","1.5","-0.9","-.045","-8.0","-1.4",12
"30","30","GSW","Festus Ezeli\ezelife01","Vanderbilt University","3","170","2394","712","725","63",".513","",".557","14.1","4.2","4.3","0.4","5.9",".119","-1.1","0.6",12
"31","31","CHA","Jeff Taylor\tayloje03","Vanderbilt University","3","132","2566","807","263","107",".409",".319",".665","19.4","6.1","2.0","0.8","1.3",".024","-3.9","-1.2",12
"32","32","WAS","Tomas Satoransky\satorto01","","3","191","3893","1187","508","648",".497",".419",".776","20.4","6.2","2.7","3.4","9.0",".111","-0.3","1.7",12
"33","33","CLE","Bernard James\jamesbe01","Florida State University","3","92","761","203","212","13",".497",".000",".680","8.3","2.2","2.3","0.1","1.9",".117","-1.1","0.2",12
"34","34","CLE","Jae Crowder\crowdja01","Marquette University","7","525","12707","4930","2034","740",".424",".341",".776","24.2","9.4","3.9","1.4","27.5",".104","0.6","8.5",12
"35","35","GSW","Draymond Green\greendr01","Michigan State University","7","515","14410","4681","3573","2478",".438",".322",".708","28.0","9.1","6.9","4.8","42.0",".140","3.7","20.9",12
"36","36","SAC","Orlando Johnson\johnsor01","University of California Santa Barbara","3","103","1112","329","180","69",".358",".311",".727","10.8","3.2","1.7","0.7","1.4",".059","-3.8","-0.5",12
"37","37","TOR","Quincy Acy\acyqu01","Baylor University","7","337","5392","1642","1179","217",".444",".350",".759","16.0","4.9","3.5","0.6","8.7",".078","-1.8","0.2",12
"38","38","DEN","Quincy Miller\millequ01","Baylor University","3","69","934","295","169","37",".350",".292",".706","13.5","4.3","2.4","0.5","-0.1","-.003","-4.0","-0.5",12
"39","39","DET","Khris Middleton\middlkh01","Texas A&M University","7","439","13942","6784","1927","1397",".450",".389",".871","31.8","15.5","4.4","3.2","29.5",".102","0.1","7.4",12
"40","40","POR","Will Barton\bartowi01","University of Memphis","7","419","9671","4418","1642","992",".433",".342",".792","23.1","10.5","3.9","2.4","16.3",".081","-0.5","3.6",12
"41","41","POR","Tyshawn Taylor\tayloty01","University of Kansas","2","61","491","174","33","57",".354",".360",".684","8.0","2.9","0.5","0.9","-0.9","-.088","-8.8","-0.8",12
"42","42","MIL","Doron Lamb\lambdo01","University of Kentucky","2","100","1272","345","95","75",".381",".394",".700","12.7","3.5","1.0","0.8","0.1",".005","-5.9","-1.2",12
"43","43","ATL","Mike Scott\scottmi01","University of Virginia","7","418","6677","2982","1276","390",".467",".363",".755","16.0","7.1","3.1","0.9","12.9",".092","-2.4","-0.6",12
"44","44","DET","Kim English\engliki01","University of Missouri","1","41","407","119","37","26",".375",".280",".724","9.9","2.9","0.9","0.6","0.2",".021","-4.2","-0.2",12
"45","45","PHI","Justin Hamilton\hamilju01","Louisiana State University","3","113","1961","687","403","91",".464",".309",".798","17.4","6.1","3.6","0.8","3.7",".091","-0.3","0.8",12
"46","46","NOH","Darius Miller\milleda01","University of Kentucky","5","242","4877","1423","400","311",".420",".385",".851","20.2","5.9","1.7","1.3","5.9",".058","-1.5","0.6",12
"47","47","UTA","Kevin Murphy\murphke01","Tennessee Technological University","1","17","52","15","4","2",".250",".200","","3.1","0.9","0.2","0.1","-0.3","-.272","-17.6","-0.2",12
"48","48","NYK","Kostas Papanikolaou\papanko01","","2","69","1089","249","158","101",".354",".297",".688","15.8","3.6","2.3","1.5","0.3",".015","-2.8","-0.2",12
"49","49","ORL","Kyle O'Quinn\oquinky01","Norfolk State University","7","435","6338","2426","2027","581",".517",".211",".749","14.6","5.6","4.7","1.3","16.5",".125","1.8","6.0",12
"50","50","DEN","Izzet Turkyilmaz\turkyiz01","","","","","","","","","","","","","","","","","","",12
"51","51","BOS","Kris Joseph\josepkr01","Syracuse University","1","10","54","9","7","1",".143",".000",".625","5.4","0.9","0.7","0.1","-0.1","-.127","-10.5","-0.1",12
"52","52","GSW","Ognjen Kuzmic\kuzmiog01","","2","37","164","35","38","8",".520","",".600","4.4","0.9","1.0","0.2","0.2",".061","-2.5","0.0",12
"53","53","LAC","Furkan Aldemir\aldemfu01","","1","41","540","93","176","28",".513",".000",".481","13.2","2.3","4.3","0.7","1.4",".122","-0.7","0.2",12
"54","54","PHI","Tornike Shengelia\shengto01","","2","45","247","59","39","17",".451",".125",".500","5.5","1.3","0.9","0.4","-0.2","-.032","-6.6","-0.3",12
"55","55","DAL","Darius Johnson-Odom\johnsda03","Marquette University","2","7","21","0","6","2",".000",".000",".000","3.0","0.0","0.9","0.3","-0.3","-.597","-23.2","-0.1",12
"56","56","TOR","Tomislav Zubcic\zubcito01","","","","","","","","","","","","","","","","","","",12
"57","57","NJN","Ilkan Karaman\karamil01","","","","","","","","","","","","","","","","","","",12
"58","58","MIN","Robbie Hummel\hummero01","Purdue University","2","98","1397","379","266","50",".418",".343",".867","14.3","3.9","2.7","0.5","1.9",".066","-2.9","-0.3",12
"59","59","SAS","Marcus Denmon\denmoma01","University of Missouri","","","","","","","","","","","","","","","","","",12
"60","60","LAL","Robert Sacre\sacrero01","Gonzaga University","4","189","2745","787","593","126",".436",".000",".671","14.5","4.2","3.1","0.7","2.4",".042","-3.1","-0.8",12
"1","1","CLE","Anthony Bennett\bennean01","University of Nevada Las Vegas","4","151","1905","658","472","77",".392",".261",".670","12.6","4.4","3.1","0.5","0.5",".013","-5.6","-1.7",13
"2","2","ORL","Victor Oladipo\oladivi01","Indiana University","6","402","13360","7028","1859","1589",".443",".352",".793","33.2","17.5","4.6","4.0","24.4",".088","1.1","10.4",13
"3","3","WAS","Otto Porter\porteot01","Georgetown University","6","392","10533","4279","1953","576",".484",".404",".788","26.9","10.9","5.0","1.5","28.7",".131","2.0","10.6",13
"4","4","CHA","Cody Zeller\zelleco01","Indiana University","6","358","8198","2941","2066","489",".511",".243",".740","22.9","8.2","5.8","1.4","24.1",".141","0.9","5.9",13
"5","5","PHO","Alex Len\lenal01","University of Maryland","6","396","7821","3032","2510","320",".485",".324",".701","19.8","7.7","6.3","0.8","14.3",".088","-1.8","0.4",13
"6","6","NOH","Nerlens Noel\noelne01","University of Kentucky","5","282","6634","2363","1885","355",".519",".250",".634","23.5","8.4","6.7","1.3","15.9",".115","1.6","6.0",13
"7","7","SAC","Ben McLemore\mclembe01","University of Kansas","6","368","8725","3239","909","407",".417",".353",".783","23.7","8.8","2.5","1.1","4.6",".026","-2.8","-1.7",13
"8","8","DET","Kentavious Caldwell-Pope\caldwke01","University of Georgia","6","452","13434","5275","1495","727",".411",".344",".794","29.7","11.7","3.3","1.6","22.5",".080","0.0","6.8",13
"9","9","MIN","Trey Burke\burketr01","University of Michigan","6","346","8238","3757","722","1254",".405",".339",".798","23.8","10.9","2.1","3.6","9.3",".054","-2.2","-0.5",13
"10","10","POR","CJ McCollum\mccolcj01","Lehigh University","6","403","12063","7162","1261","1168",".454",".401",".840","29.9","17.8","3.1","2.9","26.9",".107","0.2","6.7",13
"11","11","PHI","Michael Carter-Williams\cartemi01","Syracuse University","6","303","8038","3361","1370","1414",".402",".254",".701","26.5","11.1","4.5","4.7","4.5",".027","-0.8","2.4",13
"12","12","OKC","Steven Adams\adamsst01","University of Pittsburgh","6","448","11918","4292","3280","443",".590",".000",".562","26.6","9.6","7.3","1.0","37.2",".150","1.7","11.2",13
"13","13","DAL","Kelly Olynyk\olynyke01","Gonzaga University","6","414","8826","4103","2013","786",".481",".368",".759","21.3","9.9","4.9","1.9","23.6",".128","1.5","7.7",13
"14","14","UTA","Shabazz Muhammad\muhamsh01","University of California Los Angeles","5","278","4772","2504","770","151",".473",".319",".751","17.2","9.0","2.8","0.5","8.5",".085","-4.1","-2.5",13
"15","15","MIL","Giannis Antetokounmpo\antetgi01","","6","452","14811","8345","3691","1849",".519",".276",".738","32.8","18.5","8.2","4.1","50.3",".163","4.2","23.3",13
"16","16","BOS","Lucas Nogueira\noguelu01","","4","141","1754","446","388","72",".632",".265",".640","12.4","3.2","2.8","0.5","6.0",".165","4.8","3.0",13
"17","17","ATL","Dennis Schroder\schrode01","","6","412","10063","5478","1093","1927",".430",".324",".825","24.4","13.3","2.7","4.7","12.2",".058","-2.0","0.1",13
"18","18","ATL","Shane Larkin\larkish01","University of Miami","4","256","4880","1399","490","737",".422",".336",".777","19.1","5.5","1.9","2.9","4.4",".044","-2.5","-0.6",13
"19","19","CLE","Sergey Karasev\karasse01","","3","95","1110","287","140","87",".395",".282",".842","11.7","3.0","1.5","0.9","0.8",".036","-3.1","-0.3",13
"20","20","CHI","Tony Snell\snellto01","University of New Mexico","6","432","9456","2704","1015","445",".425",".382",".820","21.9","6.3","2.3","1.0","13.2",".067","-1.9","0.3",13
"21","21","UTA","Gorgui Dieng\dienggo01","University of Louisville","6","434","9981","3430","2735","607",".505",".322",".791","23.0","7.9","6.3","1.4","23.8",".114","1.6","9.0",13
"22","22","BRK","Mason Plumlee\plumlma01","Duke University","6","452","9984","3864","2842","958",".573",".083",".564","22.1","8.5","6.3","2.1","29.7",".143","2.4","11.0",13
"23","23","IND","Solomon Hill\hillso01","University of Arizona","6","296","6746","1753","972","460",".395",".326",".809","22.8","5.9","3.3","1.6","9.2",".065","-0.6","2.4",13
"24","24","NYK","Tim Hardaway\hardati02","University of Michigan","6","395","10273","5142","1008","725",".418",".343",".816","26.0","13.0","2.6","1.8","15.1",".070","-1.7","0.7",13
"25","25","LAC","Reggie Bullock\bullore01","University of North Carolina","6","262","4997","1764","542","294",".436",".396",".828","19.1","6.7","2.1","1.1","9.5",".092","-0.5","1.8",13
"26","26","MIN","Andre Roberson\roberan03","University of Colorado","5","295","6651","1356","1188","257",".482",".257",".467","22.5","4.6","4.0","0.9","12.7",".092","0.6","4.4",13
"27","27","DEN","Rudy Gobert\goberru01","","6","388","11079","4207","4045","518",".621",".000",".634","28.6","10.8","10.4","1.3","49.3",".214","5.0","19.7",13
"28","28","SAS","Livio Jean-Charles\jeancli01","","","","","","","","","","","","","","","","","","",13
"29","29","OKC","Archie Goodwin\goodwar01","University of Kentucky","4","165","2396","1040","331","206",".429",".236",".700","14.5","6.3","2.0","1.2","1.1",".022","-4.2","-1.3",13
"30","30","PHO","Nemanja Nedovic\nedovne01","","1","24","142","26","15","13",".205",".167",".875","5.9","1.1","0.6","0.5","-0.4","-.132","-10.6","-0.3",13
"31","31","CLE","Allen Crabbe\crabbal01","University of California","6","340","8345","3245","980","393",".430",".395",".839","24.5","9.5","2.9","1.2","13.7",".079","-1.1","2.0",13
"32","32","OKC","Alex Abrines\abrinal01","","3","174","2777","924","248","88",".387",".368",".880","16.0","5.3","1.4","0.5","5.0",".086","-2.6","-0.4",13
"33","33","CLE","Carrick Felix\felixca01","Arizona State University","1","7","38","19","6","4",".500",".400",".750","5.4","2.7","0.9","0.6","0.0",".057","-4.7","0.0",13
"34","34","HOU","Isaiah Canaan\canaais01","Murray State University","6","235","4799","1913","438","454",".371",".351",".836","20.4","8.1","1.9","1.9","4.3",".043","-3.0","-1.2",13
"35","35","PHI","Glen Rice\ricegl02","Georgia Institute of Technology","2","16","152","43","24","9",".269",".250",".692","9.5","2.7","1.5","0.6","-0.2","-.065","-7.3","-0.2",13
"36","36","SAC","Ray McCallum\mccalra01","University of Detroit Mercy","3","154","2808","920","306","368",".408",".335",".711","18.2","6.0","2.0","2.4","2.1",".035","-2.8","-0.6",13
"37","37","DET","Tony Mitchell\mitchto02","University of North Texas","1","21","79","22","26","2",".417","1.000",".579","3.8","1.0","1.2","0.1","0.2",".151","1.3","0.1",13
"38","38","WAS","Nate Wolters\woltena01","South Dakota State University","3","84","1575","461","185","209",".423",".261",".635","18.8","5.5","2.2","2.5","0.9",".028","-4.0","-0.8",13
"39","39","POR","Jeff Withey\witheje01","University of Kansas","5","206","2072","666","518","64",".525",".143",".716","10.1","3.2","2.5","0.3","6.8",".157","0.6","1.4",13
"40","40","POR","Grant Jerrett\jerregr01","University of Arizona","1","8","51","16","9","3",".269",".067","1.000","6.4","2.0","1.1","0.4","-0.1","-.128","-8.4","-0.1",13
"41","41","MEM","Jamaal Franklin\frankja01","San Diego State University","2","24","174","42","25","9",".415",".462","1.000","7.3","1.8","1.0","0.4","0.0","-.006","-5.4","-0.1",13
"42","42","PHI","Pierre Jackson\jackspi01","Baylor University","1","8","84","35","9","19",".333",".273",".857","10.5","4.4","1.1","2.4","0.0",".021","-4.4","-0.1",13
"43","43","MIL","Ricky Ledo\ledori01","Providence College","2","28","277","109","38","21",".336",".371",".769","9.9","3.9","1.4","0.8","-0.6","-.096","-7.8","-0.4",13
"44","44","DAL","Mike Muscala\muscami01","Bucknell University","6","296","4685","1679","963","278",".468",".363",".839","15.8","5.7","3.3","0.9","11.5",".118","0.0","2.4",13
"45","45","POR","Marko Todorovic\todorma01","","","","","","","","","","","","","","","","","","",13
"46","46","UTA","Erick Green\greener01","Virginia Polytechnic Institute and State University","2","52","452","159","37","42",".377",".288",".857","8.7","3.1","0.7","0.8","0.1",".011","-5.1","-0.3",13
"47","47","ATL","Raul Neto\netora01","","4","187","2643","882","239","340",".446",".379",".769","14.1","4.7","1.3","1.8","4.2",".076","-2.1","-0.1",13
"48","48","LAL","Ryan Kelly\kellyry01","Duke University","4","163","3125","981","504","215",".378",".316",".797","19.2","6.0","3.1","1.3","3.0",".046","-2.2","-0.2",13
"49","49","CHI","Erik Murphy\murpher01","University of Florida","1","24","62","6","8","2",".231",".000","","2.6","0.3","0.3","0.1","-0.1","-.055","-8.1","-0.1",13
"50","50","ATL","James Ennis\ennisja01","California State University Long Beach","5","266","5505","1720","826","235",".457",".358",".800","20.7","6.5","3.1","0.9","11.0",".096","-0.6","1.9",13
"51","51","ORL","Romero Osby","University of Oklahoma","","","","","","","","","","","","","","","","","",13
"52","52","MIN","Lorenzo Brown\brownlo01","North Carolina State University","5","103","1185","293","151","183",".364",".170",".707","11.5","2.8","1.5","1.8","-0.2","-.007","-4.1","-0.6",13
"53","53","IND","Colton Iverson\iversco01","Colorado State University","","","","","","","","","","","","","","","","","",13
"54","54","WAS","Arsalan Kazemi\kazemar01","University of Oregon","","","","","","","","","","","","","","","","","",13
"55","55","MEM","Joffrey Lauvergne\lauvejo01","","4","208","2823","1159","789","180",".479",".285",".719","13.6","5.6","3.8","0.9","5.2",".089","-2.6","-0.4",13
"56","56","DET","Peyton Siva\sivape01","University of Louisville","1","24","224","54","14","34",".316",".280",".733","9.3","2.3","0.6","1.4","-0.2","-.032","-7.3","-0.3",13
"57","57","PHO","Alex Oriakhi\oriakal01","University of Missouri","","","","","","","","","","","","","","","","","",13
"58","58","SAS","Deshaun Thomas\thomade01","Ohio State University","","","","","","","","","","","","","","","","","",13
"59","59","MIN","Bojan Dubljevic\dubljbo01","","","","","","","","","","","","","","","","","","",13
"60","60","MEM","Janis Timma\timmaja01","","","","","","","","","","","","","","","","","","",13
"1","1","CLE","Andrew Wiggins\wiggian01","University of Kansas","5","384","13828","7449","1626","817",".439",".330",".736","36.0","19.4","4.2","2.1","12.9",".045","-2.5","-1.8",14
"2","2","MIL","Jabari Parker\parkeja01","Duke University","5","231","6892","3458","1301","488",".488",".340",".741","29.8","15.0","5.6","2.1","11.0",".076","-1.6","0.7",14
"3","3","PHI","Joel Embiid\embiijo01","University of Kansas","3","148","4520","3545","1661","453",".480",".314",".790","30.5","24.0","11.2","3.1","15.3",".162","3.0","5.7",14
"4","4","ORL","Aaron Gordon\gordoaa01","University of Arizona","5","324","8916","3968","1990","666",".449",".315",".705","27.5","12.2","6.1","2.1","16.6",".089","0.1","4.7",14
"5","5","UTA","Dante Exum\exumda01","","4","201","3917","1207","354","459",".403",".306",".770","19.5","6.0","1.8","2.3","2.9",".035","-3.1","-1.1",14
"6","6","BOS","Marcus Smart\smartma01","Oklahoma State University","5","324","9215","3004","1160","1269",".368",".308",".760","28.4","9.3","3.6","3.9","15.2",".079","0.6","6.0",14
"7","7","LAL","Julius Randle\randlju01","University of Kentucky","5","297","8400","4440","2642","796",".502",".300",".724","28.3","14.9","8.9","2.7","17.4",".099","-0.4","3.4",14
"8","8","SAC","Nik Stauskas\stausni01","University of Michigan","5","318","6411","2168","655","495",".389",".348",".812","20.2","6.8","2.1","1.6","3.4",".026","-3.3","-2.1",14
