"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"37","37","SAS","DeJuan Blair\blairde01","University of Pittsburgh","7","424","7054","2865","2153","349",".524",".000",".608","16.6","6.8","5.1","0.8","19.0",".129","0.4","4.2",9
"38","38","POR","Jon Brockman\brockjo01","University of Washington","3","150","1570","320","472","49",".488",".000",".618","10.5","2.1","3.1","0.3","3.7",".113","-2.1","0.0",9
"39","39","DET","Jonas Jerebko\jerebjo01","","9","620","11134","3837","2492","510",".458",".361",".770","18.0","6.2","4.0","0.8","25.2",".108","-0.9","3.2",9
"40","40","CHA","Derrick Brown\brownde04","Xavier University","3","171","2554","895","413","119",".515",".317",".637","14.9","5.2","2.4","0.7","4.5",".085","-1.6","0.2",9
"41","41","MIL","Jodie Meeks\meeksjo01","University of Kentucky","10","533","12030","4952","1112","576",".418",".372",".879","22.6","9.3","2.1","1.1","24.0",".096","-0.6","4.2",9
"42","42","LAL","Patrick Beverley\beverpa01","University of Arkansas","7","368","10429","3337","1565","1251",".412",".378",".769","28.3","9.1","4.3","3.4","23.9",".110","1.9","10.3",9
"43","43","MIA","Marcus Thornton\thornma01","Louisiana State University","8","483","11299","5750","1348","677",".425",".358",".830","23.4","11.9","2.8","1.4","20.0",".085","-0.8","3.4",9
"44","44","DET","Chase Budinger\budinch01","University of Arizona","7","407","7998","3198","1240","473",".430",".352",".797","19.7","7.9","3.0","1.2","13.9",".083","-1.4","1.2",9
"45","45","MIN","Nick Calathes\calatni01","University of Florida","2","129","2011","590","243","353",".441",".288",".581","15.6","4.6","1.9","2.7","2.6",".063","-0.7","0.6",9
"46","46","CLE","Danny Green\greenda02","University of North Carolina","10","602","15313","5365","2103","958",".422",".400",".820","25.4","8.9","3.5","1.6","37.4",".117","2.9","19.1",9
"47","47","MIN","Henk Norel\norelhe01","","","","","","","","","","","","","","","","","","",9
"48","48","PHO","Taylor Griffin\griffta01","University of Oklahoma","1","8","32","10","2","1",".400",".000",".500","4.0","1.3","0.3","0.1","0.0","-.039","-7.3","0.0",9
"49","49","ATL","Sergiy Gladyr\gladyse01","","","","","","","","","","","","","","","","","","",9
"50","50","UTA","Goran Suton","Michigan State University","","","","","","","","","","","","","","","","","",9
"51","51","SAS","Jack McClinton","University of Miami","","","","","","","","","","","","","","","","","",9
"52","52","IND","A.J. Price\priceaj01","University of Connecticut","6","261","3929","1523","377","567",".380",".316",".742","15.1","5.8","1.4","2.2","4.7",".058","-2.4","-0.4",9
"53","53","SAS","Nando De Colo\decolna01","","2","119","1414","453","211","203",".429",".363",".835","11.9","3.8","1.8","1.7","2.4",".081","-0.8","0.4",9
"54","54","CHA","Robert Vaden","University of Alabama at Birmingham","","","","","","","","","","","","","","","","","",9
"55","55","POR","Patrick Mills\millspa02","Saint Mary's College of California","10","588","11126","4925","980","1379",".431",".391",".850","18.9","8.4","1.7","2.3","26.8",".116","0.5","7.0",9
"56","56","DAL","Ahmad Nivins","Saint Joseph's University","","","","","","","","","","","","","","","","","",9
"57","57","PHO","Emir Preldzic\preldem01","","","","","","","","","","","","","","","","","","",9
"58","58","BOS","Lester Hudson\hudsole01","University of Tennessee at Martin","4","57","594","268","77","71",".375",".277",".806","10.4","4.7","1.4","1.2","0.2",".016","-2.7","-0.1",9
"59","59","LAL","Chinemelu Elonu\elonuch01","Texas A&M University","","","","","","","","","","","","","","","","","",9
"60","60","MIA","Robert Dozier","University of Memphis","","","","","","","","","","","","","","","","","",9
"1","1","WAS","John Wall\walljo01","University of Kentucky","9","573","20545","10879","2483","5282",".433",".324",".781","35.9","19.0","4.3","9.2","44.4",".104","2.3","22.1",10
"2","2","PHI","Evan Turner\turneev01","Ohio State University","9","670","18411","6689","3172","2363",".434",".294",".782","27.5","10.0","4.7","3.5","20.0",".052","-2.0","0.0",10
"3","3","NJN","Derrick Favors\favorde01","Georgia Institute of Technology","9","618","15956","7137","4447","679",".523",".205",".665","25.8","11.5","7.2","1.1","47.7",".144","1.3","13.4",10
"4","4","MIN","Wesley Johnson\johnswe01","Syracuse University","9","606","13450","4232","1920","645",".405",".337",".739","22.2","7.0","3.2","1.1","10.8",".039","-1.1","2.9",10
"5","5","SAC","DeMarcus Cousins\couside01","University of Kentucky","9","551","17710","11771","6013","1776",".460",".334",".737","32.1","21.4","10.9","3.2","42.9",".116","2.9","21.8",10
"6","6","GSW","Ekpe Udoh\udohek01","Baylor University","7","368","5566","1300","1050","246",".447",".000",".720","15.1","3.5","2.9","0.7","9.6",".083","0.0","2.9",10
"7","7","DET","Greg Monroe\monrogr01","Georgetown University","9","627","17418","8279","5213","1346",".513",".000",".703","27.8","13.2","8.3","2.1","49.2",".136","1.9","17.0",10
"8","8","LAC","Al-Farouq Aminu\aminual01","Wake Forest University","9","652","16414","5007","3959","811",".424",".340",".741","25.2","7.7","6.1","1.2","26.6",".078","0.0","8.4",10
"9","9","UTA","Gordon Hayward\haywago01","Butler University","9","575","17664","8698","2408","1963",".443",".364",".822","30.7","15.1","4.2","3.4","46.6",".127","1.9","17.2",10
"10","10","IND","Paul George\georgpa01","California State University Fresno","9","586","19746","11513","3741","1933",".434",".380",".845","33.7","19.6","6.4","3.3","63.4",".154","3.8","29.1",10
"11","11","NOH","Cole Aldrich\aldrico01","University of Kansas","8","339","3389","1050","1131","183",".527","",".738","10.0","3.1","3.3","0.5","9.6",".135","1.0","2.6",10
"12","12","MEM","Xavier Henry\henryxa01","University of Kansas","5","185","2905","1050","351","120",".406",".325",".635","15.7","5.7","1.9","0.6","0.8",".013","-5.1","-2.3",10
"13","13","TOR","Ed Davis\davised01","University of North Carolina","9","624","12682","4073","4189","491",".569",".000",".582","20.3","6.5","6.7","0.8","40.1",".152","1.0","9.4",10
"14","14","HOU","Patrick Patterson\pattepa01","University of Kentucky","9","617","13548","4293","2570","666",".450",".367",".749","22.0","7.0","4.2","1.1","28.8",".102","0.3","7.8",10
"15","15","MIL","Larry Sanders\sandela01","Virginia Commonwealth University","6","238","4635","1520","1345","174",".480",".000",".553","19.5","6.4","5.7","0.7","10.3",".107","0.6","3.0",10
"16","16","MIN","Luke Babbitt\babbilu01","University of Nevada Reno","8","381","5332","1818","846","224",".408",".402",".747","14.0","4.8","2.2","0.6","7.2",".065","-2.8","-1.0",10
"17","17","CHI","Kevin Seraphin\serapke01","","7","423","6430","2516","1462","246",".489",".000",".715","15.2","5.9","3.5","0.6","5.9",".044","-3.9","-3.1",10
"18","18","OKC","Eric Bledsoe\bledser01","University of Kentucky","9","554","15444","7780","2159","2632",".455",".333",".797","27.9","14.0","3.9","4.8","35.5",".110","2.1","16.1",10
"19","19","BOS","Avery Bradley\bradlav01","University of Texas at Austin","9","517","14797","6221","1546","931",".436",".365",".777","28.6","12.0","3.0","1.8","14.7",".048","-1.8","0.8",10
"20","20","SAS","James Anderson\anderja01","Oklahoma State University","5","247","4320","1422","560","291",".411",".321",".755","17.5","5.8","2.3","1.2","3.3",".037","-2.8","-0.9",10
"21","21","OKC","Craig Brackins\brackcr01","Iowa State University","2","17","121","30","19","9",".265",".214",".500","7.1","1.8","1.1","0.5","-0.2","-.089","-9.1","-0.2",10
"22","22","POR","Elliot Williams\williel01","University of Memphis","4","109","1470","537","161","94",".421",".310",".669","13.5","4.9","1.5","0.9","0.7",".024","-5.3","-1.2",10
"23","23","MIN","Trevor Booker\booketr01","Clemson University","8","532","10872","3679","2932","566",".515",".305",".636","20.4","6.9","5.5","1.1","26.2",".116","0.2","6.0",10
"24","24","ATL","Damion James\jamesda01","University of Texas at Austin","4","39","623","150","131","26",".415",".000",".667","16.0","3.8","3.4","0.7","0.0","-.001","-4.3","-0.4",10
"25","25","MEM","Dominique Jones\jonesdo02","University of South Florida","3","80","741","246","114","144",".366",".095",".729","9.3","3.1","1.4","1.8","0.3",".017","-3.6","-0.3",10
"26","26","OKC","Quincy Pondexter\pondequ01","University of Washington","7","348","5500","1599","637","262",".422",".356",".743","15.8","4.6","1.8","0.8","9.6",".084","-1.2","1.1",10
"27","27","NJN","Jordan Crawford\crawfjo02","Xavier University","6","281","6843","3432","703","883",".411",".317",".826","24.4","12.2","2.5","3.1","6.3",".044","-2.1","-0.2",10
"28","28","MEM","Greivis Vasquez\vasqugr01","University of Maryland","7","401","9520","3591","1021","1935",".418",".349",".817","23.7","9.0","2.5","4.8","12.6",".064","-1.5","1.1",10
"29","29","ORL","Daniel Orton\ortonda01","University of Kentucky","3","51","542","143","126","24",".485",".000",".597","10.6","2.8","2.5","0.5","1.0",".093","-1.7","0.0",10
"30","30","WAS","Lazar Hayward\haywala01","Marquette University","3","72","591","207","90","35",".347",".269",".767","8.2","2.9","1.3","0.5","0.2",".020","-4.6","-0.4",10
"31","31","NJN","Tibor Pleiss\pleisti01","","1","12","82","24","15","2",".440",".000","1.000","6.8","2.0","1.3","0.2","-0.1","-.041","-8.1","-0.1",10
"32","32","MIA","Dexter Pittman\pittmde01","University of Texas at Austin","4","50","347","116","89","9",".450","",".545","6.9","2.3","1.8","0.2","0.5",".068","-6.0","-0.4",10
"33","33","SAC","Hassan Whiteside\whiteha01","Marshall University","7","325","8616","4386","3749","195",".572",".222",".595","26.5","13.5","11.5","0.6","35.0",".195","0.4","5.1",10
"34","34","POR","Armon Johnson\johnsar02","University of Nevada Reno","2","47","401","157","49","56",".458",".400",".679","8.5","3.3","1.0","1.2","-0.1","-.015","-6.2","-0.4",10
"35","35","WAS","Nemanja Bjelica\bjeline01","","4","251","4989","1736","1062","362",".460",".386",".755","19.9","6.9","4.2","1.4","9.6",".093","0.6","3.3",10
"36","36","DET","Terrico White","University of Mississippi","","","","","","","","","","","","","","","","","",10
"37","37","MIL","Darington Hobson\hobsoda01","University of New Mexico","1","5","39","4","3","6",".154",".000","","7.8","0.8","0.6","1.2","-0.2","-.225","-14.1","-0.1",10
"38","38","NYK","Andy Rautins\rautian01","Syracuse University","1","5","24","8","1","3",".429",".250",".500","4.8","1.6","0.2","0.6","-0.2","-.314","-16.0","-0.1",10
"39","39","NYK","Landry Fields\fieldla01","Stanford University","5","255","6010","1731","1092","419",".473",".332",".666","23.6","6.8","4.3","1.6","10.5",".084","-0.1","2.8",10
"40","40","IND","Lance Stephenson\stephla01","University of Cincinnati","9","500","11686","4298","2085","1436",".445",".315",".684","23.4","8.6","4.2","2.9","16.7",".068","-0.8","3.6",10
"41","41","MIA","Jarvis Varnado\varnaja01","Mississippi State University","2","37","397","107","72","16",".582","",".518","10.7","2.9","1.9","0.4","0.7",".089","-1.9","0.0",10
"42","42","MIA","Da'Sean Butler","West Virginia University","","","","","","","","","","","","","","","","","",10
"43","43","LAL","Devin Ebanks\ebankde01","West Virginia University","3","63","711","224","122","24",".385",".222",".722","11.3","3.6","1.9","0.4","0.5",".035","-4.7","-0.5",10
"44","44","MIL","Jerome Jordan\jordaje01","University of Tulsa","2","65","491","180","132","17",".528","",".852","7.6","2.8","2.0","0.3","1.7",".168","0.0","0.2",10
"45","45","MIN","Paulao Prestes\prestpa01","","","","","","","","","","","","","","","","","","",10
"46","46","PHO","Gani Lawal\lawalga01","Georgia Institute of Technology","1","1","2","0","0","0","","","","2.0","0.0","0.0","0.0","0.0","-.009","-4.9","0.0",10
"47","47","MIL","Tiny Gallon","University of Oklahoma","","","","","","","","","","","","","","","","","",10
"48","48","MIA","Latavious Williams\willila01","","","","","","","","","","","","","","","","","","",10
"49","49","SAS","Ryan Richards\richary01","","","","","","","","","","","","","","","","","","",10
"50","50","DAL","Solomon Alabi\alabiso01","Florida State University","2","26","181","39","61","5",".314","",".700","7.0","1.5","2.3","0.2","0.0",".010","-5.4","-0.2",10
"51","51","OKC","Magnum Rolle","Louisiana Tech University","","","","","","","","","","","","","","","","","",10
"52","52","BOS","Luke Harangody\haranlu01","University of Notre Dame","2","70","871","253","196","36",".376",".241",".737","12.4","3.6","2.8","0.5","0.9",".048","-3.3","-0.3",10
"53","53","ATL","Pape Sy\sypa01","","1","3","21","7","3","2",".333",".000","1.000","7.0","2.3","1.0","0.7","0.0","-.047","-6.0","0.0",10
"54","54","LAC","Willie Warren\warrewi01","University of Oklahoma","1","19","134","37","12","27",".371",".333",".750","7.1","1.9","0.6","1.4","0.2",".065","-4.5","-0.1",10
"55","55","UTA","Jeremy Evans\evansje01","Western Kentucky University","7","250","2626","879","641","107",".569",".231",".687","10.5","3.5","2.6","0.4","8.2",".150","1.0","2.0",10
"56","56","MIN","Hamady N'Diaye\ndiayha01","Rutgers University","3","33","157","20","25","3",".467","",".462","4.8","0.6","0.8","0.1","0.0",".013","-4.9","-0.1",10
"57","57","IND","Ryan Reid\reidry01","Florida State University","1","5","17","8","2","0",".800","","","3.4","1.6","0.4","0.0","0.1",".142","-5.5","0.0",10
"58","58","LAL","Derrick Caracter\caracde01","University of Texas at El Paso","1","41","215","81","43","7",".485","",".739","5.2","2.0","1.0","0.2","0.3",".057","-4.9","-0.2",10
"59","59","ORL","Stanley Robinson","University of Connecticut","","","","","","","","","","","","","","","","","",10
"60","60","PHO","Dwayne Collins\collidw01","University of Miami","","","","","","","","","","","","","","","","","",10
"1","1","CLE","Kyrie Irving\irvinky01","Duke University","8","494","16694","10940","1775","2786",".465",".391",".875","33.8","22.1","3.6","5.6","56.8",".163","3.7","24.0",11
"2","2","MIN","Derrick Williams\willide02","University of Arizona","7","428","8864","3809","1693","293",".434",".300",".710","20.7","8.9","4.0","0.7","14.1",".076","-3.2","-2.6",11
"3","3","UTA","Enes Kanter\kanteen01","","8","565","12533","6702","4276","467",".539",".289",".782","22.2","11.9","7.6","0.8","38.0",".145","-1.5","1.7",11
"4","4","CLE","Tristan Thompson\thomptr01","University of Texas at Austin","8","554","15496","5086","4767","493",".519",".000",".610","28.0","9.2","8.6","0.9","39.8",".123","-0.6","5.6",11
"5","5","TOR","Jonas Valanciunas\valanjo01","","7","477","11960","5653","4032","367",".560",".362",".786","25.1","11.9","8.5","0.8","44.4",".178","-0.1","5.9",11
"6","6","WAS","Jan Vesely\veselja01","","3","162","2455","590","562","96",".521",".000",".408","15.2","3.6","3.5","0.6","4.0",".078","-0.6","0.9",11
"7","7","SAC","Bismack Biyombo\biyombi01","","8","566","11585","2802","3586","275",".516",".000",".573","20.5","5.0","6.3","0.5","22.5",".093","-1.9","0.2",11
"8","8","DET","Brandon Knight\knighbr03","University of Kentucky","7","403","12218","5918","1298","1659",".413",".354",".812","30.3","14.7","3.2","4.1","11.6",".045","-1.4","1.9",11
"9","9","CHA","Kemba Walker\walkeke02","University of Connecticut","8","586","19936","11489","2222","3187",".417",".358",".834","34.0","19.6","3.8","5.4","46.6",".112","2.4","22.2",11
"10","10","MIL","Jimmer Fredette\fredeji01","Brigham Young University","5","235","3148","1416","236","323",".412",".381",".876","13.4","6.0","1.0","1.4","2.4",".037","-4.0","-1.6",11
"11","11","GSW","Klay Thompson\thompkl01","Washington State University","8","598","19784","11660","2070","1369",".459",".419",".848","33.1","19.5","3.5","2.3","45.7",".111","0.2","11.1",11
"12","12","UTA","Alec Burks\burksal01","University of Colorado","8","423","9010","4085","1297","723",".423",".356",".771","21.3","9.7","3.1","1.7","13.0",".069","-2.2","-0.5",11
"13","13","PHO","Markieff Morris\morrima02","University of Kansas","8","561","14760","6620","3113","965",".450",".338",".779","26.3","11.8","5.5","1.7","23.4",".076","-0.8","4.6",11
"14","14","HOU","Marcus Morris\morrima03","University of Kansas","8","529","13990","6083","2415","799",".432",".361",".742","26.4","11.5","4.6","1.5","26.3",".090","-0.6","5.0",11
"15","15","IND","Kawhi Leonard\leonaka01","San Diego State University","8","453","13953","7897","2855","1077",".495",".382",".850","30.8","17.4","6.3","2.4","63.9",".220","6.2","28.8",11
"16","16","PHI","Nikola Vucevic\vucevni01","University of Southern California","8","520","15589","8072","5246","1257",".503",".338",".735","30.0","15.5","10.1","2.4","40.0",".123","1.7","14.5",11
"17","17","NYK","Iman Shumpert\shumpim01","Georgia Institute of Technology","8","431","10924","3193","1454","819",".393",".341",".768","25.3","7.4","3.4","1.9","12.8",".056","-0.4","4.3",11
"18","18","WAS","Chris Singleton\singlch01","Florida State University","3","148","2605","612","472","92",".376",".319",".633","17.6","4.1","3.2","0.6","2.3",".042","-2.3","-0.2",11
"19","19","CHA","Tobias Harris\harrito02","University of Tennessee","8","528","15972","8138","3108","974",".472",".368",".821","30.3","15.4","5.9","1.8","38.7",".116","0.3","9.0",11
"20","20","MIN","Donatas Motiejunas\motiedo01","","5","248","4553","1826","949","268",".469",".300",".600","18.4","7.4","3.8","1.1","7.2",".076","-2.0","0.0",11
"21","21","POR","Nolan Smith\smithno01","Duke University","2","84","829","277","83","97",".371",".260",".714","9.9","3.3","1.0","1.2","-0.8","-.047","-6.5","-0.9",11
"22","22","DEN","Kenneth Faried\farieke01","Morehead State University","8","469","11565","5346","3829","468",".546",".237",".653","24.7","11.4","8.2","1.0","38.2",".158","1.2","9.3",11
"23","23","HOU","Nikola Mirotic\mirotni01","","5","312","7552","3833","1858","396",".423",".359",".808","24.2","12.3","6.0","1.3","20.5",".130","0.7","5.2",11
"24","24","OKC","Reggie Jackson\jacksre01","Boston College","8","510","12883","6533","1519","2254",".429",".331",".860","25.3","12.8","3.0","4.4","27.6",".103","0.0","6.6",11
"25","25","BOS","MarShon Brooks\brookma01","Providence College","5","200","3456","1592","424","282",".447",".345",".751","17.3","8.0","2.1","1.4","3.4",".047","-2.5","-0.4",11
"26","26","DAL","Jordan Hamilton\hamiljo02","University of Texas at Austin","5","151","2100","890","429","127",".408",".357",".670","13.9","5.9","2.8","0.8","3.0",".069","-1.5","0.3",11
"27","27","NJN","JaJuan Johnson\johnsja02","Purdue University","1","36","298","114","58","6",".446","",".667","8.3","3.2","1.6","0.2","0.2",".032","-6.3","-0.3",11
"28","28","CHI","Norris Cole\coleno01","Cleveland State University","6","360","8018","2506","702","981",".407",".324",".743","22.3","7.0","2.0","2.7","3.0",".018","-4.0","-4.0",11
"29","29","SAS","Cory Joseph\josepco01","University of Texas at Austin","8","510","10933","3594","1317","1421",".449",".330",".759","21.4","7.0","2.6","2.8","21.8",".096","-0.6","4.0",11
"30","30","CHI","Jimmy Butler\butleji01","Marquette University","8","509","16758","8490","2500","1747",".455",".341",".834","32.9","16.7","4.9","3.4","64.8",".186","4.1","25.6",11
"31","31","MIA","Bojan Bogdanovic\bogdabo02","","5","382","10546","4962","1273","516",".462",".386",".852","27.6","13.0","3.3","1.4","17.1",".078","-1.7","0.7",11
"32","32","CLE","Justin Harper\harpeju01","University of Richmond","3","22","150","45","18","4",".340",".276",".333","6.8","2.0","0.8","0.2","-0.3","-.093","-8.4","-0.2",11
"33","33","DET","Kyle Singler\singlky01","Duke University","6","356","7794","2326","1026","272",".418",".362",".786","21.9","6.5","2.9","0.8","10.0",".062","-1.6","0.7",11
"34","34","WAS","Shelvin Mack\macksh01","Butler University","8","454","8374","2994","894","1421",".424",".330",".732","18.4","6.6","2.0","3.1","10.6",".061","-2.6","-1.3",11
"35","35","SAC","Tyler Honeycutt\honeyty01","University of California Los Angeles","2","24","120","28","24","9",".314",".200",".714","5.0","1.2","1.0","0.4","-0.1","-.049","-6.4","-0.1",11
"36","36","NJN","Jordan Williams\willijo03","University of Maryland","1","43","635","197","156","11",".507","",".652","14.8","4.6","3.6","0.3","1.3",".101","-3.1","-0.2",11
"37","37","LAC","Trey Thompkins\thomptr02","University of Georgia","1","24","119","57","24","3",".393",".308",".714","5.0","2.4","1.0","0.1","0.0",".004","-8.9","-0.2",11
"38","38","HOU","Chandler Parsons\parsoch01","University of Florida","8","419","12849","5410","1917","1165",".464",".374",".708","30.7","12.9","4.6","2.8","28.9",".108","1.7","12.1",11
"39","39","CHA","Jeremy Tyler\tylerje01","","3","104","1034","373","269","25",".450",".000",".557","9.9","3.6","2.6","0.2","0.3",".014","-6.6","-1.2",11
"40","40","MIL","Jon Leuer\leuerjo01","University of Wisconsin","8","370","5899","2384","1417","300",".485",".329",".768","15.9","6.4","3.8","0.8","13.2",".108","-1.3","1.0",11
"41","41","LAL","Darius Morris\morrida01","University of Michigan","4","132","1464","430","126","189",".384",".322",".630","11.1","3.3","1.0","1.4","-0.3","-.010","-5.6","-1.3",11
"42","42","IND","Davis Bertans\bertada01","","3","203","3159","1230","457","190",".451",".414",".844","15.6","6.1","2.3","0.9","8.6",".131","1.5","2.8",11
"43","43","CHI","Malcolm Lee\leema01","University of California Los Angeles","3","36","534","140","65","51",".382",".294",".703","14.8","3.9","1.8","1.4","0.4",".040","-2.0","0.0",11
"44","44","GSW","Charles Jenkins\jenkich01","Hofstra University","2","110","1334","408","100","214",".434",".182",".754","12.1","3.7","0.9","1.9","0.5",".017","-5.9","-1.3",11
"45","45","NOH","Josh Harrellson\harrejo01","University of Kentucky","3","75","888","265","227","26",".438",".347",".629","11.8","3.5","3.0","0.3","2.1",".116","-0.7","0.3",11
"46","46","LAL","Andrew Goudelock\goudean01","College of Charleston","3","49","475","197","34","24",".393",".345",".875","9.7","4.0","0.7","0.5","0.0",".003","-6.5","-0.5",11
"47","47","LAC","Travis Leslie\leslitr01","University of Georgia","1","10","45","14","9","5",".357","",".444","4.5","1.4","0.9","0.5","0.1",".060","-0.2","0.0",11
"48","48","ATL","Keith Benson\bensoke02","Oakland University","1","3","9","0","3","0",".000","","","3.0","0.0","1.0","0.0","0.0","-.005","-10.4","0.0",11
"49","49","MEM","Josh Selby\selbyjo01","University of Kansas","2","38","296","83","20","34",".330",".143",".720","7.8","2.2","0.5","0.9","-0.7","-.113","-10.1","-0.6",11
"50","50","PHI","Lavoy Allen\allenla01","Temple University","6","388","6905","1847","1843","384",".471",".133",".682","17.8","4.8","4.8","1.0","13.8",".096","-1.2","1.3",11
"51","51","POR","Jon Diebler\diebljo01","Ohio State University","","","","","","","","","","","","","","","","","",11
"52","52","DET","Vernon Macklin\macklve01","University of Florida","1","23","135","46","34","5",".543","",".571","5.9","2.0","1.5","0.2","0.5",".161","-0.6","0.0",11
"53","53","ORL","DeAndre Liggins\liggide01","University of Kentucky","5","177","1907","346","252","122",".402",".352",".549","10.8","2.0","1.4","0.7","1.6",".040","-2.0","0.0",11
"54","54","CLE","Milan Macvan\macvami01","","","","","","","","","","","","","","","","","","",11
"55","55","BOS","E'Twaun Moore\mooreet01","Purdue University","8","514","11137","4138","1031","937",".458",".391",".746","21.7","8.1","2.0","1.8","13.7",".059","-1.7","0.8",11
"56","56","LAL","Chukwudiebere Maduabum\maduach01","","","","","","","","","","","","","","","","","","",11
"57","57","DAL","Targuy Ngombo","","","","","","","","","","","","","","","","","","",11
"58","58","LAL","Ater Majok\majokat01","","","","","","","","","","","","","","","","","","",11
"59","59","SAS","Adam Hanga\hangaad01","","","","","","","","","","","","","","","","","","",11
"60","60","SAC","Isaiah Thomas\thomais02","University of Washington","8","480","14187","8991","1216","2441",".438",".361",".875","29.6","18.7","2.5","5.1","45.4",".154","1.9","14.0",11
"1","1","NOH","Anthony Davis\davisan02","University of Kentucky","7","460","15980","10960","4854","967",".517",".313",".796","34.7","23.8","10.6","2.1","71.7",".215","4.8","27.3",12
"2","2","CHA","Michael Kidd-Gilchrist\kiddgmi01","University of Kentucky","7","411","10567","3658","2329","490",".477",".237",".714","25.7","8.9","5.7","1.2","21.0",".095","-1.1","2.4",12
"3","3","WAS","Bradley Beal\bealbr01","University of Florida","7","469","16107","9206","1839","1718",".451",".386",".801","34.3","19.6","3.9","3.7","34.6",".103","0.9","11.6",12
"4","4","CLE","Dion Waiters\waitedi01","Syracuse University","7","390","11099","5129","1034","1096",".412",".341",".697","28.5","13.2","2.7","2.8","7.9",".034","-2.6","-1.7",12
"5","5","SAC","Thomas Robinson\robinth01","University of Kansas","5","313","4204","1528","1507","190",".470",".000",".505","13.4","4.9","4.8","0.6","4.6",".053","-3.2","-1.3",12
"6","6","POR","Damian Lillard\lillada01","Weber State University","7","531","19259","12447","2205","3321",".434",".368",".888","36.3","23.4","4.2","6.3","67.2",".167","3.9","28.5",12
"7","7","GSW","Harrison Barnes\barneha02","University of North Carolina","7","521","15968","7037","2555","797",".445",".370",".796","30.6","13.5","4.9","1.5","28.7",".086","-1.4","2.5",12
"8","8","TOR","Terrence Ross\rosste01","University of Washington","7","476","11501","4891","1309","501",".422",".371",".815","24.2","10.3","2.8","1.1","17.7",".074","-1.0","3.0",12
"9","9","DET","Andre Drummond\drumman01","University of Connecticut","7","522","16011","7316","7082","583",".542",".138",".440","30.7","14.0","13.6","1.1","53.2",".159","1.6","14.6",12
"10","10","NOH","Austin Rivers\riverau01","Duke University","7","467","11529","4349","965","1128",".417",".349",".640","24.7","9.3","2.1","2.4","8.7",".036","-2.8","-2.2",12
"11","11","POR","Meyers Leonard\leoname01","University of Illinois at Urbana-Champaign","7","385","5989","2141","1440","327",".477",".387",".823","15.6","5.6","3.7","0.8","13.1",".105","-1.5","0.8",12
"12","12","HOU","Jeremy Lamb\lambje01","University of Connecticut","7","416","8373","4165","1487","627",".445",".337",".846","20.1","10.0","3.6","1.5","19.4",".111","-0.6","2.9",12
"13","13","PHO","Kendall Marshall\marshke01","University of North Carolina","4","160","3083","802","253","779",".399",".370",".611","19.3","5.0","1.6","4.9","1.0",".015","-5.6","-2.8",12
"14","14","MIL","John Henson\hensojo01","University of North Carolina","7","405","8152","3162","2206","442",".539",".273",".572","20.1","7.8","5.4","1.1","19.3",".114","0.5","5.1",12
"15","15","PHI","Maurice Harkless\harklma01","St. John's University","7","458","10496","3321","1671","407",".474",".325",".610","22.9","7.3","3.6","0.9","17.9",".082","0.1","5.6",12
"16","16","HOU","Royce White\whitero03","Iowa State University","1","3","9","0","0","0",".000","","","3.0","0.0","0.0","0.0","0.0","-.121","-10.4","0.0",12
"17","17","DAL","Tyler Zeller\zellety01","University of North Carolina","6","406","7157","2825","1792","363",".508",".294",".764","17.6","7.0","4.4","0.9","16.8",".112","-1.5","0.8",12
"18","18","HOU","Terrence Jones\joneste01","University of Kentucky","6","233","5558","2429","1330","238",".501",".299",".622","23.9","10.4","5.7","1.0","14.7",".127","0.2","3.0",12
"19","19","ORL","Andrew Nicholson\nichoan01","St. Bonaventure University","5","285","4080","1700","857","126",".467",".321",".773","14.3","6.0","3.0","0.4","3.8",".045","-5.3","-3.4",12
"20","20","DEN","Evan Fournier\fournev01","","7","440","12258","5884","1203","1093",".444",".371",".804","27.9","13.4","2.7","2.5","18.2",".071","-1.1","2.8",12
"21","21","BOS","Jared Sullinger\sullija01","Ohio State University","5","269","6532","2893","2006","477",".436",".272",".723","24.3","10.8","7.5","1.8","15.3",".113","0.5","4.1",12
"22","22","BOS","Fab Melo\melofa01","Syracuse University","1","6","36","7","3","0",".500","",".250","6.0","1.2","0.5","0.0","0.0",".021","-5.8","0.0",12
"23","23","ATL","John Jenkins\jenkijo01","Vanderbilt University","6","156","1963","774","223","121",".447",".363",".837","12.6","5.0","1.4","0.8","2.7",".065","-3.8","-0.9",12
"24","24","CLE","Jared Cunningham\cunnija01","Oregon State University","4","84","605","197","56","39",".347",".306",".674","7.2","2.3","0.7","0.5","0.2",".017","-5.9","-0.6",12
"25","25","MEM","Tony Wroten\wroteto01","University of Washington","4","145","3076","1604","363","437",".413",".231",".647","21.2","11.1","2.5","3.0","-1.3","-.021","-4.1","-1.6",12
"26","26","IND","Miles Plumlee\plumlmi01","Duke University","7","346","5658","1697","1562","178",".542","",".543","16.4","4.9","4.5","0.5","10.6",".090","-1.6","0.5",12
"27","27","MIA","Arnett Moultrie\moultar01","Mississippi State University","2","59","729","210","180","12",".547","",".667","12.4","3.6","3.1","0.2","1.7",".113","-3.0","-0.2",12
